ID,Data,Departamento,Categoria,Tipo_Transacao,Valor,Fornecedor,Status,Descricao,Mes,Ano,Trimestre,Responsavel,Centro_Custo,Prioridade,Valor_Acumulado,Media_Mensal_Dept,Dia_Semana,Semana_Ano,Dias_Desde_Hoje,Faixa_Valor,Percentil_Valor,Dept_count,Dept_sum,Dept_mean,Dept_std,Dept_min,Dept_max,Ranking_Valor
TXN0539,2024-07-08,Financeiro,Segurança,Transferência,11565.27,Gamma Tecnologia,Pendente,Transação 539 - Material de Escritório,7,2024,Q3,Funcionário 30,CC7350,Baixa,710226.0,19282.749,Monday,28,397,Alto,0.565,104,1679350.5,16147.6,14099.56,178.83,49816.73,436.0
TXN0540,2025-01-23,Recursos Humanos,Consultoria,Despesa,161.24,Zeta Equipamentos,Em Análise,Transação 540 - Material de Escritório,1,2025,Q1,Funcionário 7,CC9529,Baixa,707590.5,8083.297272727273,Thursday,4,198,Baixo,0.003,89,1279819.63,14380.0,11595.07,161.24,45740.14,998.0
TXN0541,2024-06-22,Planejamento,Manutenção,Receita,8705.64,Delta Suprimentos,Pendente,Transação 541 - Capacitação,6,2024,Q2,Funcionário 18,CC9720,Média,810205.1599999999,12790.12076923077,Saturday,25,413,Alto,0.414,102,1404744.54,13772.01,11714.36,472.66,45425.11,587.0
TXN0542,2024-11-01,Tecnologia da Informação,Serviços,Receita,1853.0,Beta Serviços SA,Aprovado,Transação 542 - Consultoria,11,2024,Q4,Funcionário 36,CC9422,Alta,919414.91,11970.14636363636,Friday,44,281,Médio,0.079,119,1688055.08,14185.34,13089.13,104.28,47957.4,922.0
TXN0543,2024-03-06,Jurídico,Capacitação,Despesa,5319.74,Epsilon Consultoria,Pendente,Transação 543 - Serviços,3,2024,Q1,Funcionário 5,CC6101,Baixa,695563.71,13877.08,Wednesday,10,521,Alto,0.242,87,1277333.07,14681.99,13824.88,897.98,49781.72,759.0
TXN0544,2024-07-19,Tecnologia da Informação,Material de Escritório,Receita,6710.35,Empresa Alpha Ltda,Aprovado,Transação 544 - Alimentação,7,2024,Q3,Funcionário 4,CC2410,Média,926125.26,9384.965,Friday,29,386,Alto,0.312,119,1688055.08,14185.34,13089.13,104.28,47957.4,689.0
TXN0545,2024-09-12,Educação,Limpeza,Transferência,10599.7,Zeta Equipamentos,Rejeitado,Transação 545 - Combustível,9,2024,Q3,Funcionário 13,CC9740,Alta,1053753.09,9742.904285714287,Thursday,37,331,Alto,0.517,115,1603181.3,13940.71,12800.29,373.99,47535.6,484.0
TXN0546,2024-11-26,Infraestrutura,Equipamentos,Receita,2063.75,Epsilon Consultoria,Em Análise,Transação 546 - Limpeza,11,2024,Q4,Funcionário 15,CC4666,Alta,795882.48,15149.86642857143,Tuesday,48,256,Médio,0.09,96,1303588.45,13579.05,12247.72,114.92,47613.09,911.0
TXN0547,2025-04-30,Comunicação,Serviços,Transferência,46078.77,Zeta Equipamentos,Rejeitado,Transação 547 - Limpeza,4,2025,Q2,Funcionário 32,CC1495,Alta,873392.5,14636.86083333333,Wednesday,18,101,Muito Alto,0.973,123,1947218.55,15831.05,12704.44,201.77,47767.92,28.0
TXN0548,2024-12-06,Infraestrutura,Serviços,Receita,5336.47,Zeta Equipamentos,Pendente,Transação 548 - Segurança,12,2024,Q4,Funcionário 7,CC7646,Baixa,801218.95,16029.65,Friday,49,246,Alto,0.243,96,1303588.45,13579.05,12247.72,114.92,47613.09,758.0
TXN0549,2023-11-25,Financeiro,Capacitação,Transferência,30026.74,Theta Sistemas,Em Análise,Transação 549 - Consultoria,11,2023,Q4,Funcionário 27,CC4908,Baixa,740252.74,14880.26454545455,Saturday,47,623,Muito Alto,0.836,104,1679350.5,16147.6,14099.56,178.83,49816.73,165.0
TXN0550,2024-04-13,Infraestrutura,Alimentação,Despesa,2469.4,Zeta Equipamentos,Pendente,Transação 550 - Consultoria,4,2024,Q2,Funcionário 28,CC8132,Baixa,803688.35,5255.57125,Saturday,15,483,Médio,0.113,96,1303588.45,13579.05,12247.72,114.92,47613.09,888.0
TXN0551,2024-07-23,Tecnologia da Informação,Equipamentos,Transferência,10442.58,Kappa Serviços,Em Análise,Transação 551 - Equipamentos,7,2024,Q3,Funcionário 38,CC8584,Média,936567.84,9384.965,Tuesday,30,382,Alto,0.509,119,1688055.08,14185.34,13089.13,104.28,47957.4,492.0
TXN0552,2025-02-26,Tecnologia da Informação,Capacitação,Receita,12348.14,Beta Serviços SA,Aprovado,Transação 552 - Consultoria,2,2025,Q1,Funcionário 50,CC7208,Média,948915.98,8260.68090909091,Wednesday,9,164,Alto,0.608,119,1688055.08,14185.34,13089.13,104.28,47957.4,393.0
TXN0553,2024-12-26,Financeiro,Manutenção,Despesa,9936.45,Kappa Serviços,Aprovado,Transação 553 - Serviços,12,2024,Q4,Funcionário 43,CC3444,Média,750189.1900000001,22281.9925,Thursday,52,226,Alto,0.466,104,1679350.5,16147.6,14099.56,178.83,49816.73,535.0
TXN0554,2025-02-02,Educação,Limpeza,Despesa,22549.22,Delta Suprimentos,Rejeitado,Transação 554 - Capacitação,2,2025,Q1,Funcionário 37,CC5989,Média,1076302.31,18264.5,Sunday,5,188,Muito Alto,0.785,115,1603181.3,13940.71,12800.29,373.99,47535.6,216.0
TXN0555,2024-07-25,Educação,Segurança,Receita,8782.63,Gamma Tecnologia,Rejeitado,Transação 555 - Material de Escritório,7,2024,Q3,Funcionário 24,CC9992,Alta,1085084.94,18154.49777777778,Thursday,30,380,Alto,0.418,115,1603181.3,13940.71,12800.29,373.99,47535.6,583.0
TXN0556,2023-08-08,Jurídico,Equipamentos,Receita,8444.45,Empresa Alpha Ltda,Pendente,Transação 556 - Alimentação,8,2023,Q3,Funcionário 45,CC7459,Baixa,704008.16,16217.377,Tuesday,32,732,Alto,0.403,87,1277333.07,14681.99,13824.88,897.98,49781.72,598.0
TXN0557,2024-06-28,Comunicação,Alimentação,Transferência,5803.57,Delta Suprimentos,Pendente,Transação 557 - Limpeza,6,2024,Q2,Funcionário 9,CC4083,Baixa,879196.0700000001,15459.71333333333,Friday,26,407,Alto,0.273,123,1947218.55,15831.05,12704.44,201.77,47767.92,728.0
TXN0558,2024-09-04,Tecnologia da Informação,Capacitação,Transferência,42798.32,Gamma Tecnologia,Pendente,Transação 558 - Material de Escritório,9,2024,Q3,Funcionário 5,CC1257,Alta,991714.3,20241.807,Wednesday,36,339,Muito Alto,0.949,119,1688055.08,14185.34,13089.13,104.28,47957.4,52.0
TXN0559,2024-12-18,Tecnologia da Informação,Equipamentos,Despesa,6607.35,Eta Manutenção,Em Análise,Transação 559 - Consultoria,12,2024,Q4,Funcionário 28,CC3945,Média,998321.65,19023.11944444444,Wednesday,51,234,Alto,0.304,119,1688055.08,14185.34,13089.13,104.28,47957.4,697.0
TXN0560,2025-01-10,Infraestrutura,Alimentação,Receita,29842.25,Delta Suprimentos,Pendente,Transação 560 - Alimentação,1,2025,Q1,Funcionário 39,CC1121,Baixa,833530.6,18858.18,Friday,2,211,Muito Alto,0.834,96,1303588.45,13579.05,12247.72,114.92,47613.09,167.0
TXN0561,2024-12-30,Saúde,Capacitação,Receita,3627.57,Iota Materiais,Rejeitado,Transação 561 - Material de Escritório,12,2024,Q4,Funcionário 3,CC8917,Baixa,730916.62,13194.68375,Monday,1,222,Médio,0.157,89,1288783.81,14480.72,12901.72,163.99,49438.54,844.0
TXN0562,2024-08-19,Financeiro,Serviços,Transferência,8746.0,Iota Materiais,Rejeitado,Transação 562 - Limpeza,8,2024,Q3,Funcionário 34,CC2281,Baixa,758935.1900000001,15888.53666666667,Monday,34,355,Alto,0.416,104,1679350.5,16147.6,14099.56,178.83,49816.73,585.0
TXN0563,2025-04-23,Financeiro,Segurança,Transferência,3753.95,Epsilon Consultoria,Aprovado,Transação 563 - Combustível,4,2025,Q2,Funcionário 35,CC1176,Média,762689.14,10657.52916666667,Wednesday,17,108,Médio,0.164,104,1679350.5,16147.6,14099.56,178.83,49816.73,837.0
TXN0564,2024-11-14,Educação,Combustível,Receita,13600.22,Zeta Equipamentos,Rejeitado,Transação 564 - Capacitação,11,2024,Q4,Funcionário 11,CC1578,Baixa,1098685.16,17515.365,Thursday,46,268,Alto,0.67,115,1603181.3,13940.71,12800.29,373.99,47535.6,331.0
TXN0565,2025-04-10,Educação,Capacitação,Despesa,4630.66,Theta Sistemas,Pendente,Transação 565 - Consultoria,4,2025,Q2,Funcionário 4,CC5780,Baixa,1103315.82,8839.4,Thursday,15,121,Médio,0.212,115,1603181.3,13940.71,12800.29,373.99,47535.6,789.0
TXN0566,2025-05-08,Financeiro,Serviços,Transferência,4373.55,Beta Serviços SA,Rejeitado,Transação 566 - Capacitação,5,2025,Q2,Funcionário 9,CC5603,Média,767062.6900000001,17804.095,Thursday,19,93,Médio,0.196,104,1679350.5,16147.6,14099.56,178.83,49816.73,805.0
TXN0567,2024-04-27,Educação,Serviços,Transferência,11147.29,Gamma Tecnologia,Em Análise,Transação 567 - Combustível,4,2024,Q2,Funcionário 12,CC5280,Baixa,1114463.11,8839.4,Saturday,17,469,Alto,0.546,115,1603181.3,13940.71,12800.29,373.99,47535.6,455.0
TXN0568,2024-04-05,Saúde,Material de Escritório,Receita,13136.41,Beta Serviços SA,Pendente,Transação 568 - Consultoria,4,2024,Q2,Funcionário 10,CC9125,Média,744053.03,12497.17,Friday,14,491,Alto,0.647,89,1288783.81,14480.72,12901.72,163.99,49438.54,354.0
TXN0569,2024-09-03,Tecnologia da Informação,Manutenção,Transferência,9943.94,Zeta Equipamentos,Aprovado,Transação 569 - Capacitação,9,2024,Q3,Funcionário 49,CC2900,Alta,1008265.59,20241.807,Tuesday,36,340,Alto,0.467,119,1688055.08,14185.34,13089.13,104.28,47957.4,534.0
TXN0570,2024-01-26,Planejamento,Limpeza,Transferência,22943.52,Iota Materiais,Pendente,Transação 570 - Alimentação,1,2024,Q1,Funcionário 44,CC7390,Média,833148.6799999999,14089.28,Friday,4,561,Muito Alto,0.787,102,1404744.54,13772.01,11714.36,472.66,45425.11,214.0
TXN0571,2024-05-02,Comunicação,Material de Escritório,Receita,8003.59,Theta Sistemas,Em Análise,Transação 571 - Combustível,5,2024,Q2,Funcionário 34,CC1672,Alta,887199.66,21250.69777777778,Thursday,18,464,Alto,0.38,123,1947218.55,15831.05,12704.44,201.77,47767.92,621.0
TXN0572,2025-02-02,Comunicação,Consultoria,Transferência,5372.04,Epsilon Consultoria,Rejeitado,Transação 572 - Capacitação,2,2025,Q1,Funcionário 18,CC2610,Média,892571.7,12107.39285714286,Sunday,5,188,Alto,0.246,123,1947218.55,15831.05,12704.44,201.77,47767.92,755.0
TXN0573,2025-06-08,Compras e Licitações,Consultoria,Despesa,5928.19,Iota Materiais,Rejeitado,Transação 573 - Serviços,6,2025,Q2,Funcionário 21,CC9972,Alta,565078.0599999999,4538.056,Sunday,23,62,Alto,0.279,76,955762.48,12575.82,12567.06,172.0,46186.52,722.0
TXN0574,2025-06-26,Recursos Humanos,Alimentação,Despesa,12492.17,Iota Materiais,Aprovado,Transação 574 - Limpeza,6,2025,Q2,Funcionário 23,CC4594,Baixa,720082.67,13560.84666666667,Thursday,26,44,Alto,0.616,89,1279819.63,14380.0,11595.07,161.24,45740.14,385.0
TXN0575,2024-05-24,Recursos Humanos,Consultoria,Despesa,13688.58,Empresa Alpha Ltda,Pendente,Transação 575 - Consultoria,5,2024,Q2,Funcionário 41,CC2995,Baixa,733771.25,11092.6975,Friday,21,442,Alto,0.673,89,1279819.63,14380.0,11595.07,161.24,45740.14,328.0
TXN0576,2023-12-08,Tecnologia da Informação,Alimentação,Transferência,12860.97,Kappa Serviços,Pendente,Transação 576 - Equipamentos,12,2023,Q4,Funcionário 45,CC4018,Média,1021126.56,19023.11944444444,Friday,49,610,Alto,0.63,119,1688055.08,14185.34,13089.13,104.28,47957.4,371.0
TXN0577,2024-06-04,Financeiro,Limpeza,Receita,34721.5,Eta Manutenção,Rejeitado,Transação 577 - Capacitação,6,2024,Q2,Funcionário 11,CC2212,Média,801784.19,14000.02,Tuesday,23,431,Muito Alto,0.878,104,1679350.5,16147.6,14099.56,178.83,49816.73,123.0
TXN0578,2023-10-10,Recursos Humanos,Capacitação,Receita,22486.57,Gamma Tecnologia,Em Análise,Transação 578 - Equipamentos,10,2023,Q4,Funcionário 32,CC4287,Baixa,756257.82,16105.334,Tuesday,41,669,Muito Alto,0.784,89,1279819.63,14380.0,11595.07,161.24,45740.14,217.0
TXN0579,2024-09-13,Financeiro,Serviços,Transferência,9717.7,Eta Manutenção,Pendente,Transação 579 - Consultoria,9,2024,Q3,Funcionário 42,CC2740,Média,811501.89,17049.51875,Friday,37,330,Alto,0.453,104,1679350.5,16147.6,14099.56,178.83,49816.73,548.0
TXN0580,2024-04-29,Financeiro,Consultoria,Transferência,619.43,Epsilon Consultoria,Em Análise,Transação 580 - Material de Escritório,4,2024,Q2,Funcionário 32,CC3438,Baixa,812121.32,10657.52916666667,Monday,18,467,Baixo,0.023,104,1679350.5,16147.6,14099.56,178.83,49816.73,978.0
TXN0581,2025-05-24,Comunicação,Capacitação,Despesa,14000.12,Zeta Equipamentos,Em Análise,Transação 581 - Consultoria,5,2025,Q2,Funcionário 1,CC9444,Baixa,906571.8200000001,21250.69777777778,Saturday,21,77,Alto,0.683,123,1947218.55,15831.05,12704.44,201.77,47767.92,318.0
TXN0582,2024-12-22,Financeiro,Segurança,Despesa,24622.6,Empresa Alpha Ltda,Em Análise,Transação 582 - Limpeza,12,2024,Q4,Funcionário 8,CC9770,Média,836743.92,22281.9925,Sunday,51,230,Muito Alto,0.803,104,1679350.5,16147.6,14099.56,178.83,49816.73,198.0
TXN0583,2024-07-14,Recursos Humanos,Equipamentos,Receita,4612.14,Iota Materiais,Rejeitado,Transação 583 - Equipamentos,7,2024,Q3,Funcionário 30,CC5750,Baixa,760869.96,16407.82818181818,Sunday,28,391,Médio,0.211,89,1279819.63,14380.0,11595.07,161.24,45740.14,790.0
TXN0584,2024-03-02,Comunicação,Manutenção,Receita,8361.68,Eta Manutenção,Aprovado,Transação 584 - Combustível,3,2024,Q1,Funcionário 32,CC2390,Baixa,914933.5,17115.49818181818,Saturday,9,525,Alto,0.399,123,1947218.55,15831.05,12704.44,201.77,47767.92,602.0
TXN0585,2024-10-29,Recursos Humanos,Manutenção,Despesa,2923.02,Kappa Serviços,Pendente,Transação 585 - Limpeza,10,2024,Q4,Funcionário 25,CC2032,Baixa,763792.98,16105.334,Tuesday,44,284,Médio,0.13,89,1279819.63,14380.0,11595.07,161.24,45740.14,871.0
TXN0586,2025-05-27,Infraestrutura,Material de Escritório,Despesa,27485.79,Zeta Equipamentos,Aprovado,Transação 586 - Combustível,5,2025,Q2,Funcionário 47,CC1701,Média,861016.39,11567.41555555556,Tuesday,22,74,Muito Alto,0.822,96,1303588.45,13579.05,12247.72,114.92,47613.09,179.0
TXN0587,2023-12-07,Saúde,Limpeza,Transferência,12125.85,Iota Materiais,Pendente,Transação 587 - Consultoria,12,2023,Q4,Funcionário 15,CC2180,Alta,756178.88,13194.68375,Thursday,49,611,Alto,0.598,89,1288783.81,14480.72,12901.72,163.99,49438.54,403.0
TXN0588,2023-12-30,Infraestrutura,Consultoria,Despesa,34422.42,Delta Suprimentos,Pendente,Transação 588 - Material de Escritório,12,2023,Q4,Funcionário 12,CC1818,Média,895438.81,16029.65,Saturday,52,588,Muito Alto,0.872,96,1303588.45,13579.05,12247.72,114.92,47613.09,129.0
TXN0589,2023-11-15,Educação,Equipamentos,Despesa,32505.17,Beta Serviços SA,Em Análise,Transação 589 - Consultoria,11,2023,Q4,Funcionário 40,CC4613,Alta,1146968.28,17515.365,Wednesday,46,633,Muito Alto,0.856,115,1603181.3,13940.71,12800.29,373.99,47535.6,145.0
TXN0590,2024-03-02,Comunicação,Combustível,Despesa,20180.44,Kappa Serviços,Pendente,Transação 590 - Combustível,3,2024,Q1,Funcionário 14,CC1746,Baixa,935113.9400000001,17115.49818181818,Saturday,9,525,Muito Alto,0.765,123,1947218.55,15831.05,12704.44,201.77,47767.92,236.0
TXN0591,2024-02-01,Planejamento,Serviços,Receita,7844.98,Gamma Tecnologia,Rejeitado,Transação 591 - Segurança,2,2024,Q1,Funcionário 11,CC8187,Alta,840993.6599999999,13511.77111111111,Thursday,5,555,Alto,0.372,102,1404744.54,13772.01,11714.36,472.66,45425.11,629.0
TXN0592,2025-03-25,Educação,Alimentação,Despesa,2087.23,Empresa Alpha Ltda,Em Análise,Transação 592 - Equipamentos,3,2025,Q1,Funcionário 1,CC1118,Alta,1149055.51,13323.42705882353,Tuesday,13,137,Médio,0.092,115,1603181.3,13940.71,12800.29,373.99,47535.6,909.0
TXN0593,2023-11-07,Planejamento,Alimentação,Transferência,9811.16,Theta Sistemas,Pendente,Transação 593 - Manutenção,11,2023,Q4,Funcionário 10,CC5439,Baixa,850804.82,16228.28625,Tuesday,45,641,Alto,0.46,102,1404744.54,13772.01,11714.36,472.66,45425.11,541.0
TXN0594,2024-11-11,Tecnologia da Informação,Consultoria,Transferência,15766.42,Empresa Alpha Ltda,Pendente,Transação 594 - Limpeza,11,2024,Q4,Funcionário 40,CC2442,Baixa,1036892.98,11970.14636363636,Monday,46,271,Muito Alto,0.741,119,1688055.08,14185.34,13089.13,104.28,47957.4,260.0
TXN0595,2024-06-11,Saúde,Manutenção,Despesa,23845.36,Beta Serviços SA,Aprovado,Transação 595 - Consultoria,6,2024,Q2,Funcionário 24,CC9842,Baixa,780024.24,14332.16333333333,Tuesday,24,424,Muito Alto,0.796,89,1288783.81,14480.72,12901.72,163.99,49438.54,205.0
TXN0596,2024-03-19,Compras e Licitações,Capacitação,Despesa,39664.91,Delta Suprimentos,Aprovado,Transação 596 - Serviços,3,2024,Q1,Funcionário 44,CC8772,Média,604742.97,16758.34307692308,Tuesday,12,508,Muito Alto,0.919,76,955762.48,12575.82,12567.06,172.0,46186.52,82.0
TXN0597,2024-02-04,Recursos Humanos,Material de Escritório,Transferência,10085.13,Zeta Equipamentos,Rejeitado,Transação 597 - Manutenção,2,2024,Q1,Funcionário 28,CC5118,Média,773878.11,9178.944,Sunday,5,552,Alto,0.477,89,1279819.63,14380.0,11595.07,161.24,45740.14,524.0
TXN0598,2025-04-30,Recursos Humanos,Segurança,Despesa,6949.29,Gamma Tecnologia,Aprovado,Transação 598 - Limpeza,4,2025,Q2,Funcionário 33,CC2901,Alta,780827.4,15357.538,Wednesday,18,101,Alto,0.326,89,1279819.63,14380.0,11595.07,161.24,45740.14,675.0
TXN0599,2024-04-04,Educação,Combustível,Receita,6727.83,Delta Suprimentos,Rejeitado,Transação 599 - Manutenção,4,2024,Q2,Funcionário 50,CC2804,Média,1155783.34,8839.4,Thursday,14,492,Alto,0.314,115,1603181.3,13940.71,12800.29,373.99,47535.6,687.0
TXN0600,2024-03-28,Comunicação,Manutenção,Receita,3633.06,Delta Suprimentos,Aprovado,Transação 600 - Limpeza,3,2024,Q1,Funcionário 38,CC8936,Alta,938747.0,17115.49818181818,Thursday,13,499,Médio,0.158,123,1947218.55,15831.05,12704.44,201.77,47767.92,843.0
TXN0601,2024-10-27,Educação,Limpeza,Despesa,3320.86,Eta Manutenção,Rejeitado,Transação 601 - Serviços,10,2024,Q4,Funcionário 30,CC4181,Baixa,1159104.2,11773.2125,Sunday,43,286,Médio,0.148,115,1603181.3,13940.71,12800.29,373.99,47535.6,853.0
TXN0602,2024-08-09,Tecnologia da Informação,Material de Escritório,Transferência,14099.49,Kappa Serviços,Aprovado,Transação 602 - Capacitação,8,2024,Q3,Funcionário 9,CC2820,Média,1050992.47,13303.03166666667,Friday,32,365,Alto,0.691,119,1688055.08,14185.34,13089.13,104.28,47957.4,310.0
TXN0603,2024-11-19,Jurídico,Manutenção,Receita,12704.06,Kappa Serviços,Pendente,Transação 603 - Consultoria,11,2024,Q4,Funcionário 11,CC4763,Alta,716712.22,7872.933333333333,Tuesday,47,263,Alto,0.623,87,1277333.07,14681.99,13824.88,897.98,49781.72,378.0
TXN0604,2024-10-02,Compras e Licitações,Consultoria,Receita,7389.28,Theta Sistemas,Rejeitado,Transação 604 - Material de Escritório,10,2024,Q4,Funcionário 47,CC8014,Baixa,612132.25,10030.68666666667,Wednesday,40,311,Alto,0.345,76,955762.48,12575.82,12567.06,172.0,46186.52,656.0
TXN0605,2024-04-16,Educação,Manutenção,Transferência,4976.71,Gamma Tecnologia,Aprovado,Transação 605 - Alimentação,4,2024,Q2,Funcionário 3,CC1656,Média,1164080.91,8839.4,Tuesday,16,480,Médio,0.223,115,1603181.3,13940.71,12800.29,373.99,47535.6,778.0
TXN0606,2025-01-05,Comunicação,Limpeza,Transferência,6442.89,Beta Serviços SA,Em Análise,Transação 606 - Limpeza,1,2025,Q1,Funcionário 16,CC2361,Baixa,945189.89,10933.28928571429,Sunday,1,216,Alto,0.297,123,1947218.55,15831.05,12704.44,201.77,47767.92,704.0
TXN0607,2023-08-20,Compras e Licitações,Serviços,Receita,11003.62,Epsilon Consultoria,Pendente,Transação 607 - Equipamentos,8,2023,Q3,Funcionário 2,CC8860,Baixa,623135.87,16029.4325,Sunday,33,720,Alto,0.534,76,955762.48,12575.82,12567.06,172.0,46186.52,467.0
TXN0608,2024-06-15,Educação,Consultoria,Despesa,10579.24,Theta Sistemas,Em Análise,Transação 608 - Serviços,6,2024,Q2,Funcionário 46,CC7641,Alta,1174660.15,16740.40444444444,Saturday,24,420,Alto,0.515,115,1603181.3,13940.71,12800.29,373.99,47535.6,486.0
TXN0609,2024-08-21,Recursos Humanos,Equipamentos,Receita,7018.01,Zeta Equipamentos,Aprovado,Transação 609 - Capacitação,8,2024,Q3,Funcionário 28,CC5420,Baixa,787845.41,9459.416000000001,Wednesday,34,353,Alto,0.328,89,1279819.63,14380.0,11595.07,161.24,45740.14,673.0
TXN0610,2025-04-26,Compras e Licitações,Equipamentos,Transferência,8670.92,Zeta Equipamentos,Aprovado,Transação 610 - Segurança,4,2025,Q2,Funcionário 44,CC6963,Alta,631806.79,6998.611666666667,Saturday,17,105,Alto,0.411,76,955762.48,12575.82,12567.06,172.0,46186.52,590.0
TXN0611,2023-11-29,Educação,Material de Escritório,Receita,21451.59,Zeta Equipamentos,Pendente,Transação 611 - Segurança,11,2023,Q4,Funcionário 46,CC2097,Baixa,1196111.74,17515.365,Wednesday,48,619,Muito Alto,0.776,115,1603181.3,13940.71,12800.29,373.99,47535.6,225.0
TXN0612,2025-08-03,Jurídico,Manutenção,Transferência,2162.25,Beta Serviços SA,Em Análise,Transação 612 - Consultoria,8,2025,Q3,Funcionário 45,CC4437,Baixa,718874.47,16217.377,Sunday,31,6,Médio,0.098,87,1277333.07,14681.99,13824.88,897.98,49781.72,903.0
TXN0613,2024-03-25,Planejamento,Segurança,Transferência,20872.03,Eta Manutenção,Rejeitado,Transação 613 - Material de Escritório,3,2024,Q1,Funcionário 5,CC7108,Média,871676.85,14237.33444444444,Monday,13,502,Muito Alto,0.769,102,1404744.54,13772.01,11714.36,472.66,45425.11,232.0
TXN0614,2024-11-13,Financeiro,Limpeza,Transferência,27565.25,Iota Materiais,Rejeitado,Transação 614 - Limpeza,11,2024,Q4,Funcionário 40,CC7031,Baixa,864309.17,14880.26454545455,Wednesday,46,269,Muito Alto,0.823,104,1679350.5,16147.6,14099.56,178.83,49816.73,178.0
TXN0615,2025-07-17,Infraestrutura,Equipamentos,Despesa,2906.47,Eta Manutenção,Pendente,Transação 615 - Capacitação,7,2025,Q3,Funcionário 5,CC2791,Alta,898345.28,17529.97636363636,Thursday,29,23,Médio,0.129,96,1303588.45,13579.05,12247.72,114.92,47613.09,872.0
TXN0616,2024-05-16,Infraestrutura,Serviços,Despesa,10486.52,Iota Materiais,Aprovado,Transação 616 - Capacitação,5,2024,Q2,Funcionário 27,CC9870,Alta,908831.8,11567.41555555556,Thursday,20,450,Alto,0.51,96,1303588.45,13579.05,12247.72,114.92,47613.09,491.0
TXN0617,2024-12-05,Recursos Humanos,Capacitação,Despesa,23905.85,Beta Serviços SA,Aprovado,Transação 617 - Manutenção,12,2024,Q4,Funcionário 34,CC6503,Média,811751.26,24668.583,Thursday,49,247,Muito Alto,0.798,89,1279819.63,14380.0,11595.07,161.24,45740.14,203.0
TXN0618,2025-03-22,Jurídico,Limpeza,Transferência,34509.22,Iota Materiais,Em Análise,Transação 618 - Limpeza,3,2025,Q1,Funcionário 20,CC3161,Média,753383.69,13877.08,Saturday,12,140,Muito Alto,0.873,87,1277333.07,14681.99,13824.88,897.98,49781.72,128.0
TXN0619,2024-01-30,Jurídico,Capacitação,Despesa,15205.19,Gamma Tecnologia,Rejeitado,Transação 619 - Capacitação,1,2024,Q1,Funcionário 30,CC3725,Baixa,768588.88,13223.26666666667,Tuesday,5,557,Muito Alto,0.737,87,1277333.07,14681.99,13824.88,897.98,49781.72,264.0
TXN0620,2024-01-19,Tecnologia da Informação,Serviços,Transferência,8076.22,Gamma Tecnologia,Pendente,Transação 620 - Manutenção,1,2024,Q1,Funcionário 8,CC1674,Média,1059068.69,14862.3475,Friday,3,568,Alto,0.386,119,1688055.08,14185.34,13089.13,104.28,47957.4,615.0
TXN0621,2025-03-18,Jurídico,Serviços,Despesa,6669.24,Iota Materiais,Aprovado,Transação 621 - Combustível,3,2025,Q1,Funcionário 23,CC3423,Média,775258.12,13877.08,Tuesday,12,144,Alto,0.307,87,1277333.07,14681.99,13824.88,897.98,49781.72,694.0
TXN0622,2024-11-09,Saúde,Capacitação,Despesa,14634.44,Empresa Alpha Ltda,Em Análise,Transação 622 - Limpeza,11,2024,Q4,Funcionário 50,CC3381,Média,794658.68,18704.77571428572,Saturday,45,273,Alto,0.719,89,1288783.81,14480.72,12901.72,163.99,49438.54,282.0
TXN0623,2024-06-30,Saúde,Segurança,Receita,163.99,Epsilon Consultoria,Em Análise,Transação 623 - Capacitação,6,2024,Q2,Funcionário 49,CC3409,Baixa,794822.67,14332.16333333333,Sunday,26,405,Baixo,0.004,89,1288783.81,14480.72,12901.72,163.99,49438.54,997.0
TXN0624,2024-11-02,Infraestrutura,Material de Escritório,Despesa,36011.61,Iota Materiais,Aprovado,Transação 624 - Capacitação,11,2024,Q4,Funcionário 2,CC7580,Baixa,944843.41,15149.86642857143,Saturday,44,280,Muito Alto,0.894,96,1303588.45,13579.05,12247.72,114.92,47613.09,107.0
TXN0625,2024-03-20,Jurídico,Material de Escritório,Transferência,21082.71,Delta Suprimentos,Pendente,Transação 625 - Capacitação,3,2024,Q1,Funcionário 13,CC1369,Alta,796340.83,13877.08,Wednesday,12,507,Muito Alto,0.772,87,1277333.07,14681.99,13824.88,897.98,49781.72,229.0
TXN0626,2025-02-09,Financeiro,Segurança,Receita,35467.85,Delta Suprimentos,Em Análise,Transação 626 - Combustível,2,2025,Q1,Funcionário 39,CC9381,Alta,899777.02,17168.36125,Sunday,6,181,Muito Alto,0.885,104,1679350.5,16147.6,14099.56,178.83,49816.73,116.0
TXN0627,2025-06-20,Comunicação,Combustível,Receita,22890.11,Zeta Equipamentos,Aprovado,Transação 627 - Capacitação,6,2025,Q2,Funcionário 23,CC6756,Média,968080.0,15459.71333333333,Friday,25,50,Muito Alto,0.786,123,1947218.55,15831.05,12704.44,201.77,47767.92,215.0
TXN0628,2024-11-06,Infraestrutura,Alimentação,Receita,1405.22,Epsilon Consultoria,Pendente,Transação 628 - Alimentação,11,2024,Q4,Funcionário 47,CC7786,Alta,946248.63,15149.86642857143,Wednesday,45,276,Médio,0.056,96,1303588.45,13579.05,12247.72,114.92,47613.09,945.0
